Index 5 Population 0 Rate 0.0909629 Fixes 0 Provisional 7 0 1 2 3 4 5 6 Removed 5 Population 1 Rate 1.47729e-09 Fixes 0 Provisional 0 Removed 0 Likelihood -14.7975
Index 6 Population 0 Rate 0.0454694 Fixes 0 Provisional 7 0 1 2 3 4 5 6 Removed 6 Population 1 Rate 1.05773e-08 Fixes 0 Provisional 0 Removed 0 Likelihood -17.8575
Index 7 Population 0 Rate 1.29774e-06 Fixes 0 Provisional 7 0 1 2 3 4 5 6 Removed 7 Population 1 Rate 1.13873e-07 Fixes 0 Provisional 0 Removed 0 Likelihood -20.3784
Index 0 Population 0 Rate 0.317106 Fixes 0 Provisional 7 0 1 2 3 4 5 6 Removed 0 Population 1 Rate 4.04672e-08 Fixes 0 Provisional 0 Removed 0 Likelihood -2.73183
Index 1 Population 0 Rate 0.2722 Fixes 0 Provisional 7 0 1 2 3 4 5 6 Removed 1 Population 1 Rate 2.58128e-09 Fixes 0 Provisional 0 Removed 0 Likelihood -4.23174
Index 2 Population 0 Rate 0.227258 Fixes 0 Provisional 7 0 1 2 3 4 5 6 Removed 2 Population 1 Rate 1.68695e-08 Fixes 0 Provisional 0 Removed 0 Likelihood -6.41152
Index 3 Population 0 Rate 0.181708 Fixes 0 Provisional 7 0 1 2 3 4 5 6 Removed 3 Population 1 Rate 2.61939e-09 Fixes 0 Provisional 0 Removed 0 Likelihood -8.97775
Index 4 Population 0 Rate 0.136361 Fixes 0 Provisional 7 0 1 2 3 4 5 6 Removed 4 Population 1 Rate 2.25084e-09 Fixes 0 Provisional 0 Removed 0 Likelihood -11.8021
Index 5 Population 0 Rate 0.0909083 Fixes 0 Provisional 7 0 1 2 3 4 5 6 Removed 5 Population 1 Rate 1.08825e-08 Fixes 0 Provisional 0 Removed 0 Likelihood -14.7975
Index 6 Population 0 Rate 0.045464 Fixes 0 Provisional 7 0 1 2 3 4 5 6 Removed 6 Population 1 Rate 4.97794e-09 Fixes 0 Provisional 0 Removed 0 Likelihood -17.8575
Index 7 Population 0 Rate 5.35128e-07 Fixes 0 Provisional 7 0 1 2 3 4 5 6 Removed 7 Population 1 Rate 1.57486e-07 Fixes 0 Provisional 0 Removed 0 Likelihood -20.3784
Index 0 Population 0 Rate 0.31708 Fixes 0 Provisional 7 0 1 2 3 4 5 6 Removed 0 Population 1 Rate 3.87706e-08 Fixes 0 Provisional 0 Removed 0 Likelihood -2.73183
Index 1 Population 0 Rate 0.272317 Fixes 0 Provisional 7 0 1 2 3 4 5 6 Removed 1 Population 1 Rate 4.92201e-08 Fixes 0 Provisional 0 Removed 0 Likelihood -4.23174
Index 2 Population 0 Rate 0.227031 Fixes 0 Provisional 7 0 1 2 3 4 5 6 Removed 2 Population 1 Rate 9.19434e-09 Fixes 0 Provisional 0 Removed 0 Likelihood -6.41153
Index 3 Population 0 Rate 0.181788 Fixes 0 Provisional 7 0 1 2 3 4 5 6 Removed 3 Population 1 Rate 1.47086e-09 Fixes 0 Provisional 0 Removed 0 Likelihood -8.97775
Index 4 Population 0 Rate 0.13632 Fixes 0 Provisional 7 0 1 2 3 4 5 6 Removed 4 Population 1 Rate 3.75009e-09 Fixes 0 Provisional 0 Removed 0 Likelihood -11.8021
Index 5 Population 0 Rate 0.0909154 Fixes 0 Provisional 7 0 1 2 3 4 5 6 Removed 5 Population 1 Rate 1.34814e-09 Fixes 0 Provisional 0 Removed 0 Likelihood -14.7975
Index 6 Population 0 Rate 0.0454544 Fixes 0 Provisional 7 0 1 2 3 4 5 6 Removed 6 Population 1 Rate 1.20753e-08 Fixes 0 Provisional 0 Removed 0 Likelihood -17.8575
Index 7 Population 0 Rate 1.8163e-06 Fixes 0 Provisional 7 0 1 2 3 4 5 6 Removed 7 Population 1 Rate 6.48589e-07 Fixes 0 Provisional 0 Removed 0 Likelihood -20.3785
